,nm_uf,uf,cod_mun,nm_mun,tipo,cod_uf,pop
0,Rondônia,RO,1100015,Alta Floresta D´Oeste,IntermediarioAdjacente,11,22516
1,Rondônia,RO,1100023,Ariquemes,Urbano,11,111148
2,Rondônia,RO,1100031,Cabixi,RuralAdjacente,11,5067
3,Rondônia,RO,1100049,Cacoal,Urbano,11,86416
4,Rondônia,RO,1100056,Cerejeiras,Urbano,11,16088
5,Rondônia,RO,1100064,Colorado do Oeste,IntermediarioAdjacente,11,15213
6,Rondônia,RO,1100072,Corumbiara,RuralRemoto,11,7052
7,Rondônia,RO,1100080,Costa Marques,RuralRemoto,11,19255
8,Rondônia,RO,1100098,Espigão D´Oeste,IntermediarioAdjacente,11,33009
9,Rondônia,RO,1100106,Guajará-Mirim,Urbano,11,46930
10,Rondônia,RO,1100114,Jaru,Urbano,11,51469
11,Rondônia,RO,1100122,Ji-Paraná,Urbano,11,131026
12,Rondônia,RO,1100130,Machadinho D´Oeste,RuralRemoto,11,41724
13,Rondônia,RO,1100148,Nova Brasilândia D´Oeste,RuralAdjacente,11,20504
14,Rondônia,RO,1100155,Ouro Preto do Oeste,Urbano,11,35445
15,Rondônia,RO,1100189,Pimenta Bueno,Urbano,11,37098
16,Rondônia,RO,1100205,Porto Velho,Urbano,11,548.952(1)
17,Rondônia,RO,1100254,Presidente Médici,IntermediarioAdjacente,11,18165
18,Rondônia,RO,1100262,Rio Crespo,RuralAdjacente,11,3843
19,Rondônia,RO,1100288,Rolim de Moura,Urbano,11,55748
20,Rondônia,RO,1100296,Santa Luzia D´Oeste,RuralAdjacente,11,5942
21,Rondônia,RO,1100304,Vilhena,Urbano,11,104517
22,Rondônia,RO,1100320,São Miguel do Guaporé,RuralRemoto,11,23147
23,Rondônia,RO,1100338,Nova Mamoré,RuralRemoto,11,32184
24,Rondônia,RO,1100346,Alvorada D´Oeste,RuralAdjacente,11,13807
25,Rondônia,RO,1100379,Alto Alegre dos Parecis,RuralAdjacente,11,13268
26,Rondônia,RO,1100403,Alto Paraíso,RuralAdjacente,11,22258
27,Rondônia,RO,1100452,Buritis,IntermediarioRemoto,11,41043
28,Rondônia,RO,1100502,Novo Horizonte do Oeste,RuralAdjacente,11,8125
29,Rondônia,RO,1100601,Cacaulândia,RuralAdjacente,11,6307
30,Rondônia,RO,1100700,Campo Novo de Rondônia,RuralAdjacente,11,14391
31,Rondônia,RO,1100809,Candeias do Jamari,Urbano,11,28068
32,Rondônia,RO,1100908,Castanheiras,RuralAdjacente,11,2923
33,Rondônia,RO,1100924,Chupinguaia,RuralRemoto,11,11755
34,Rondônia,RO,1100940,Cujubim,IntermediarioAdjacente,11,27131
35,Rondônia,RO,1101005,Governador Jorge Teixeira,RuralAdjacente,11,7130
36,Rondônia,RO,1101104,Itapuã do Oeste,RuralAdjacente,11,10819
37,Rondônia,RO,1101203,Ministro Andreazza,RuralAdjacente,11,9461
38,Rondônia,RO,1101302,Mirante da Serra,RuralAdjacente,11,10691
39,Rondônia,RO,1101401,Monte Negro,RuralAdjacente,11,16158
40,Rondônia,RO,1101435,Nova União,RuralAdjacente,11,6822
41,Rondônia,RO,1101450,Parecis,RuralAdjacente,11,6319
42,Rondônia,RO,1101468,Pimenteiras do Oeste,RuralRemoto,11,2127
43,Rondônia,RO,1101476,Primavera de Rondônia,RuralAdjacente,11,2697
44,Rondônia,RO,1101484,São Felipe D´Oeste,RuralAdjacente,11,4962
45,Rondônia,RO,1101492,São Francisco do Guaporé,RuralRemoto,11,21088
46,Rondônia,RO,1101500,Seringueiras,RuralRemoto,11,11846
47,Rondônia,RO,1101559,Teixeirópolis,RuralAdjacente,11,4160
48,Rondônia,RO,1101609,Theobroma,RuralAdjacente,11,10348
49,Rondônia,RO,1101708,Urupá,RuralAdjacente,11,11081
50,Rondônia,RO,1101757,Vale do Anari,RuralRemoto,11,11545
51,Rondônia,RO,1101807,Vale do Paraíso,RuralAdjacente,11,6490
52,Acre,AC,1200013,Acrelândia,RuralAdjacente,12,15721
53,Acre,AC,1200054,Assis Brasil,RuralRemoto,12,7649
54,Acre,AC,1200104,Brasiléia,IntermediarioRemoto,12,27123
55,Acre,AC,1200138,Bujari,RuralAdjacente,12,10572
56,Acre,AC,1200179,Capixaba,RuralAdjacente,12,12280
57,Acre,AC,1200203,Cruzeiro do Sul,Urbano,12,89760
58,Acre,AC,1200252,Epitaciolândia,IntermediarioRemoto,12,18979
59,Acre,AC,1200302,Feijó,IntermediarioRemoto,12,34986
60,Acre,AC,1200328,Jordão,RuralRemoto,12,8628
61,Acre,AC,1200336,Mâncio Lima,RuralAdjacente,12,19643
62,Acre,AC,1200344,Manoel Urbano,RuralRemoto,12,9701
63,Acre,AC,1200351,Marechal Thaumaturgo,RuralRemoto,12,19727
64,Acre,AC,1200385,Plácido de Castro,RuralAdjacente,12,20147
65,Acre,AC,1200393,Porto Walter,RuralRemoto,12,12497
66,Acre,AC,1200401,Rio Branco,Urbano,12,419452
67,Acre,AC,1200427,Rodrigues Alves,RuralAdjacente,12,19767
68,Acre,AC,1200435,Santa Rosa do Purus,RuralRemoto,12,6893
69,Acre,AC,1200450,Senador Guiomard,IntermediarioAdjacente,12,23446
70,Acre,AC,1200500,Sena Madureira,IntermediarioAdjacente,12,47168
71,Acre,AC,1200609,Tarauacá,IntermediarioRemoto,12,43730
72,Acre,AC,1200708,Xapuri,RuralAdjacente,12,19866
73,Acre,AC,1200807,Porto Acre,RuralAdjacente,12,19141
74,Amazonas,AM,1300029,Alvarães,RuralRemoto,13,16.396(17)
75,Amazonas,AM,1300060,Amaturá,RuralRemoto,13,11934
76,Amazonas,AM,1300086,Anamã,RuralRemoto,13,14292
77,Amazonas,AM,1300102,Anori,RuralRemoto,13,21937
78,Amazonas,AM,1300144,Apuí,IntermediarioRemoto,13,22739
79,Amazonas,AM,1300201,Atalaia do Norte,RuralRemoto,13,20868
80,Amazonas,AM,1300300,Autazes,RuralRemoto,13,41005
81,Amazonas,AM,1300409,Barcelos,IntermediarioRemoto,13,27.772(27)
82,Amazonas,AM,1300508,Barreirinha,RuralRemoto,13,32919
83,Amazonas,AM,1300607,Benjamin Constant,IntermediarioRemoto,13,44.873(2)
84,Amazonas,AM,1300631,Beruri,RuralRemoto,13,20503
85,Amazonas,AM,1300680,Boa Vista do Ramos,RuralRemoto,13,20040
86,Amazonas,AM,1300706,Boca do Acre,IntermediarioRemoto,13,34958
87,Amazonas,AM,1300805,Borba,RuralRemoto,13,42328
88,Amazonas,AM,1300839,Caapiranga,RuralRemoto,13,13.482(3)
89,Amazonas,AM,1300904,Canutama,RuralRemoto,13,15981
90,Amazonas,AM,1301001,Carauari,Urbano,13,28719
91,Amazonas,AM,1301100,Careiro,RuralAdjacente,13,38820
92,Amazonas,AM,1301159,Careiro da Várzea,RuralAdjacente,13,31459
93,Amazonas,AM,1301209,Coari,Urbano,13,86713
94,Amazonas,AM,1301308,Codajás,IntermediarioRemoto,13,29691
95,Amazonas,AM,1301407,Eirunepé,IntermediarioRemoto,13,36121
96,Amazonas,AM,1301506,Envira,IntermediarioRemoto,13,20748
97,Amazonas,AM,1301605,Fonte Boa,IntermediarioRemoto,13,16.409(18)
98,Amazonas,AM,1301654,Guajará,RuralAdjacente,13,17.193(4)
99,Amazonas,AM,1301704,Humaitá,Urbano,13,57.195(19)
100,Amazonas,AM,1301803,Ipixuna,RuralRemoto,13,31172
101,Amazonas,AM,1301852,Iranduba,IntermediarioAdjacente,13,49718
102,Amazonas,AM,1301902,Itacoatiara,Urbano,13,104.046(20)
103,Amazonas,AM,1301951,Itamarati,RuralRemoto,13,7.777 (26)
104,Amazonas,AM,1302009,Itapiranga,IntermediarioAdjacente,13,9.312(21)
105,Amazonas,AM,1302108,Japurá,RuralRemoto,13,1.755(22)
106,Amazonas,AM,1302207,Juruá,RuralRemoto,13,15495
107,Amazonas,AM,1302306,Jutaí,IntermediarioRemoto,13,13.462(23)
108,Amazonas,AM,1302405,Lábrea,IntermediarioRemoto,13,47.685(5)
109,Amazonas,AM,1302504,Manacapuru,Urbano,13,99613
110,Amazonas,AM,1302553,Manaquiri,RuralAdjacente,13,33981
111,Amazonas,AM,1302603,Manaus,Urbano,13,2255903
112,Amazonas,AM,1302702,Manicoré,RuralRemoto,13,57405
113,Amazonas,AM,1302801,Maraã,RuralRemoto,13,18298
114,Amazonas,AM,1302900,Maués,RuralRemoto,13,66159
115,Amazonas,AM,1303007,Nhamundá,RuralRemoto,13,21710
116,Amazonas,AM,1303106,Nova Olinda do Norte,RuralRemoto,13,38665
117,Amazonas,AM,1303205,Novo Airão,RuralAdjacente,13,20395
118,Amazonas,AM,1303304,Novo Aripuanã,IntermediarioRemoto,13,26443
119,Amazonas,AM,1303403,Parintins,Urbano,13,116.439(6)
120,Amazonas,AM,1303502,Pauini,RuralRemoto,13,19.616(24)
121,Amazonas,AM,1303536,Presidente Figueiredo,RuralAdjacente,13,38095
122,Amazonas,AM,1303569,Rio Preto da Eva,RuralAdjacente,13,34856
123,Amazonas,AM,1303601,Santa Isabel do Rio Negro,RuralRemoto,13,26.566(7)
124,Amazonas,AM,1303700,Santo Antônio do Içá,IntermediarioRemoto,13,20889
125,Amazonas,AM,1303809,São Gabriel da Cachoeira,IntermediarioRemoto,13,47031
126,Amazonas,AM,1303908,São Paulo de Olivença,RuralRemoto,13,40837
127,Amazonas,AM,1303957,São Sebastião do Uatumã,RuralRemoto,13,14678
128,Amazonas,AM,1304005,Silves,RuralAdjacente,13,9289
129,Amazonas,AM,1304062,Tabatinga,Urbano,13,68.502(8)
130,Amazonas,AM,1304104,Tapauá,IntermediarioRemoto,13,16.876(25)
131,Amazonas,AM,1304203,Tefé,Urbano,13,59250
132,Amazonas,AM,1304237,Tonantins,RuralRemoto,13,19038
133,Amazonas,AM,1304260,Uarini,RuralRemoto,13,13839
134,Amazonas,AM,1304302,Urucará,RuralRemoto,13,16.007(9)
135,Amazonas,AM,1304401,Urucurituba,RuralRemoto,13,24.098(10)
136,Roraima,RR,1400027,Amajari,RuralAdjacente,14,13561
137,Roraima,RR,1400050,Alto Alegre,RuralAdjacente,14,15249
138,Roraima,RR,1400100,Boa Vista,Urbano,14,436591
139,Roraima,RR,1400159,Bonfim,RuralAdjacente,14,12701
140,Roraima,RR,1400175,Cantá,RuralAdjacente,14,19257
141,Roraima,RR,1400209,Caracaraí,RuralAdjacente,14,22635
142,Roraima,RR,1400233,Caroebe,RuralRemoto,14,10595
143,Roraima,RR,1400282,Iracema,RuralAdjacente,14,12637
144,Roraima,RR,1400308,Mucajaí,RuralAdjacente,14,18482
145,Roraima,RR,1400407,Normandia,RuralAdjacente,14,11772
146,Roraima,RR,1400456,Pacaraima,RuralRemoto,14,20108
147,Roraima,RR,1400472,Rorainópolis,RuralRemoto,14,31387
148,Roraima,RR,1400506,São João da Baliza,RuralRemoto,14,8492
149,Roraima,RR,1400605,São Luiz,RuralRemoto,14,8232
150,Roraima,RR,1400704,Uiramutã,RuralRemoto,14,11014
151,Pará,PA,1500107,Abaetetuba,Urbano,15,160439
152,Pará,PA,1500131,Abel Figueiredo,IntermediarioAdjacente,15,7536
153,Pará,PA,1500206,Acará,RuralAdjacente,15,55744
154,Pará,PA,1500305,Afuá,RuralRemoto,15,39910
155,Pará,PA,1500347,Água Azul do Norte,RuralRemoto,15,27797
156,Pará,PA,1500404,Alenquer,Urbano,15,57390
157,Pará,PA,1500503,Almeirim,IntermediarioRemoto,15,34044
158,Pará,PA,1500602,Altamira,Urbano,15,117320
159,Pará,PA,1500701,Anajás,RuralRemoto,15,30091
160,Pará,PA,1500800,Ananindeua,Urbano,15,540410
161,Pará,PA,1500859,Anapu,RuralRemoto,15,29312
162,Pará,PA,1500909,Augusto Corrêa,RuralAdjacente,15,46937
163,Pará,PA,1500958,Aurora do Pará,RuralAdjacente,15,32200
164,Pará,PA,1501006,Aveiro,RuralRemoto,15,16421
165,Pará,PA,1501105,Bagre,RuralRemoto,15,31967
166,Pará,PA,1501204,Baião,RuralAdjacente,15,49454
167,Pará,PA,1501253,Bannach,RuralAdjacente,15,3239
168,Pará,PA,1501303,Barcarena,Urbano,15,129333
169,Pará,PA,1501402,Belém,Urbano,15,1506420
170,Pará,PA,1501451,Belterra,RuralAdjacente,15,17944
171,Pará,PA,1501501,Benevides,Urbano,15,64780
172,Pará,PA,1501576,Bom Jesus do Tocantins,RuralAdjacente,15,17254
173,Pará,PA,1501600,Bonito,RuralAdjacente,15,16769
174,Pará,PA,1501709,Bragança,Urbano,15,130122
175,Pará,PA,1501725,Brasil Novo,RuralAdjacente,15,14883
176,Pará,PA,1501758,Brejo Grande do Araguaia,RuralAdjacente,15,7357
177,Pará,PA,1501782,Breu Branco,Urbano,15,68597
178,Pará,PA,1501808,Breves,Urbano,15,104280
179,Pará,PA,1501907,Bujaru,RuralAdjacente,15,29717
180,Pará,PA,1501956,Cachoeira do Piriá,RuralAdjacente,15,35307
181,Pará,PA,1502004,Cachoeira do Arari,RuralRemoto,15,24355
182,Pará,PA,1502103,Cametá,Urbano,15,140814
183,Pará,PA,1502152,Canaã dos Carajás,IntermediarioRemoto,15,39103
184,Pará,PA,1502202,Capanema,Urbano,15,69828
185,Pará,PA,1502301,Capitão Poço,RuralAdjacente,15,54545
186,Pará,PA,1502400,Castanhal,Urbano,15,205667
187,Pará,PA,1502509,Chaves,RuralRemoto,15,24175
188,Pará,PA,1502608,Colares,RuralAdjacente,15,12175
189,Pará,PA,1502707,Conceição do Araguaia,Urbano,15,48115
190,Pará,PA,1502756,Concórdia do Pará,IntermediarioAdjacente,15,34236
191,Pará,PA,1502764,Cumaru do Norte,RuralAdjacente,15,14044
192,Pará,PA,1502772,Curionópolis,Urbano,15,17764
193,Pará,PA,1502806,Curralinho,RuralRemoto,15,35530
194,Pará,PA,1502855,Curuá,RuralRemoto,15,14776
195,Pará,PA,1502905,Curuçá,RuralAdjacente,15,41093
196,Pará,PA,1502939,Dom Eliseu,Urbano,15,61206
197,Pará,PA,1502954,Eldorado dos Carajás,IntermediarioAdjacente,15,34069
198,Pará,PA,1503002,Faro,RuralRemoto,15,6949
199,Pará,PA,1503044,Floresta do Araguaia,RuralAdjacente,15,20742
200,Pará,PA,1503077,Garrafão do Norte,RuralAdjacente,15,26155
201,Pará,PA,1503093,Goianésia do Pará,IntermediarioAdjacente,15,41678
202,Pará,PA,1503101,Gurupá,RuralRemoto,15,34127
203,Pará,PA,1503200,Igarapé-Açu,IntermediarioAdjacente,15,39234
204,Pará,PA,1503309,Igarapé-Miri,IntermediarioAdjacente,15,63367
205,Pará,PA,1503408,Inhangapi,RuralAdjacente,15,12009
206,Pará,PA,1503457,Ipixuna do Pará,RuralAdjacente,15,67170
207,Pará,PA,1503507,Irituia,RuralAdjacente,15,32639
208,Pará,PA,1503606,Itaituba,Urbano,15,101541
209,Pará,PA,1503705,Itupiranga,Urbano,15,53439
210,Pará,PA,1503754,Jacareacanga,RuralRemoto,15,6.952(11)
211,Pará,PA,1503804,Jacundá,Urbano,15,60517
212,Pará,PA,1503903,Juruti,IntermediarioRemoto,15,59961
213,Pará,PA,1504000,Limoeiro do Ajuru,RuralAdjacente,15,29623
214,Pará,PA,1504059,Mãe do Rio,Urbano,15,30389
215,Pará,PA,1504109,Magalhães Barata,RuralAdjacente,15,8598
216,Pará,PA,1504208,Marabá,Urbano,15,287664
217,Pará,PA,1504307,Maracanã,RuralAdjacente,15,29559
218,Pará,PA,1504406,Marapanim,RuralAdjacente,15,28563
219,Pará,PA,1504422,Marituba,Urbano,15,135812
220,Pará,PA,1504455,Medicilândia,RuralAdjacente,15,32347
221,Pará,PA,1504505,Melgaço,RuralRemoto,15,28121
222,Pará,PA,1504604,Mocajuba,IntermediarioAdjacente,15,31917
223,Pará,PA,1504703,Moju,RuralAdjacente,15,84251
224,Pará,PA,1504802,Monte Alegre,Urbano,15,58289
225,Pará,PA,1504901,Muaná,RuralRemoto,15,41454
226,Pará,PA,1504950,Nova Esperança do Piriá,RuralAdjacente,15,21519
227,Pará,PA,1504976,Nova Ipixuna,RuralAdjacente,15,17027
228,Pará,PA,1505007,Nova Timboteua,RuralAdjacente,15,15646
229,Pará,PA,1505031,Novo Progresso,IntermediarioRemoto,15,25769
230,Pará,PA,1505064,Novo Repartimento,IntermediarioAdjacente,15,78488
231,Pará,PA,1505106,Óbidos,Urbano,15,52473
232,Pará,PA,1505205,Oeiras do Pará,RuralAdjacente,15,33182
233,Pará,PA,1505304,Oriximiná,Urbano,15,74921
234,Pará,PA,1505403,Ourém,RuralAdjacente,15,18079
235,Pará,PA,1505437,Ourilândia do Norte,Urbano,15,33831
236,Pará,PA,1505486,Pacajá,RuralRemoto,15,49110
237,Pará,PA,1505494,Palestina do Pará,RuralAdjacente,15,7575
238,Pará,PA,1505502,Paragominas,Urbano,15,115838
239,Pará,PA,1505536,Parauapebas,Urbano,15,218787
240,Pará,PA,1505551,Pau D´Arco,RuralAdjacente,15,5339
241,Pará,PA,1505601,Peixe-Boi,RuralAdjacente,15,8084
242,Pará,PA,1505635,Piçarra,RuralAdjacente,15,12976
243,Pará,PA,1505650,Placas,RuralRemoto,15,32325
244,Pará,PA,1505700,Ponta de Pedras,RuralAdjacente,15,32007
245,Pará,PA,1505809,Portel,IntermediarioRemoto,15,63831
246,Pará,PA,1505908,Porto de Moz,RuralRemoto,15,42456
247,Pará,PA,1506005,Prainha,RuralRemoto,15,29827
248,Pará,PA,1506104,Primavera,RuralAdjacente,15,10889
249,Pará,PA,1506112,Quatipuru,IntermediarioAdjacente,15,13794
250,Pará,PA,1506138,Redenção,Urbano,15,86326
251,Pará,PA,1506161,Rio Maria,Urbano,15,18208
252,Pará,PA,1506187,Rondon do Pará,Urbano,15,53242
253,Pará,PA,1506195,Rurópolis,RuralRemoto,15,52473
254,Pará,PA,1506203,Salinópolis,Urbano,15,41164
255,Pará,PA,1506302,Salvaterra,RuralRemoto,15,24392
256,Pará,PA,1506351,Santa Bárbara do Pará,RuralAdjacente,15,21811
257,Pará,PA,1506401,Santa Cruz do Arari,IntermediarioRemoto,15,10496
258,Pará,PA,1506500,Santa Isabel do Pará,Urbano,15,72856
259,Pará,PA,1506559,Santa Luzia do Pará,RuralAdjacente,15,19839
260,Pará,PA,1506583,Santa Maria das Barreiras,RuralRemoto,15,22244
261,Pará,PA,1506609,Santa Maria do Pará,IntermediarioAdjacente,15,25127
262,Pará,PA,1506708,Santana do Araguaia,Urbano,15,75995
263,Pará,PA,1506807,Santarém,Urbano,15,308339
264,Pará,PA,1506906,Santarém Novo,RuralAdjacente,15,6796
265,Pará,PA,1507003,Santo Antônio do Tauá,RuralAdjacente,15,32346
266,Pará,PA,1507102,São Caetano de Odivelas,RuralAdjacente,15,18207
267,Pará,PA,1507151,São Domingos do Araguaia,IntermediarioAdjacente,15,25945
268,Pará,PA,1507201,São Domingos do Capim,RuralAdjacente,15,32285
269,Pará,PA,1507300,São Félix do Xingu,Urbano,15,135732
270,Pará,PA,1507409,São Francisco do Pará,RuralAdjacente,15,15978
271,Pará,PA,1507458,São Geraldo do Araguaia,IntermediarioAdjacente,15,24566
272,Pará,PA,1507466,São João da Ponta,RuralAdjacente,15,6294
273,Pará,PA,1507474,São João de Pirabas,IntermediarioAdjacente,15,23440
274,Pará,PA,1507508,São João do Araguaia,RuralAdjacente,15,14105
275,Pará,PA,1507607,São Miguel do Guamá,Urbano,15,60268
276,Pará,PA,1507706,São Sebastião da Boa Vista,RuralRemoto,15,27302
277,Pará,PA,1507755,Sapucaia,RuralRemoto,15,6088
278,Pará,PA,1507805,Senador José Porfírio,RuralRemoto,15,11305
279,Pará,PA,1507904,Soure,Urbano,15,25752
280,Pará,PA,1507953,Tailândia,Urbano,15,111554
281,Pará,PA,1507961,Terra Alta,RuralAdjacente,15,11971
282,Pará,PA,1507979,Terra Santa,Urbano,15,19063
283,Pará,PA,1508001,Tomé-Açu,Urbano,15,64604
284,Pará,PA,1508035,Tracuateua,RuralAdjacente,15,31549
285,Pará,PA,1508050,Trairão,RuralRemoto,15,19344
286,Pará,PA,1508084,Tucumã,Urbano,15,40661
287,Pará,PA,1508100,Tucuruí,Urbano,15,116605
288,Pará,PA,1508126,Ulianópolis,Urbano,15,62286
289,Pará,PA,1508159,Uruará,IntermediarioRemoto,15,45395
290,Pará,PA,1508209,Vigia,Urbano,15,54650
291,Pará,PA,1508308,Viseu,RuralAdjacente,15,62093
292,Pará,PA,1508357,Vitória do Xingu,RuralAdjacente,15,15421
293,Pará,PA,1508407,Xinguara,Urbano,15,45416
294,Amapá,AP,1600055,Serra do Navio,RuralRemoto,16,5577
295,Amapá,AP,1600105,Amapá,IntermediarioRemoto,16,9265
296,Amapá,AP,1600154,Pedra Branca do Amapari,RuralRemoto,16,17625
297,Amapá,AP,1600204,Calçoene,RuralRemoto,16,11493
298,Amapá,AP,1600212,Cutias,RuralAdjacente,16,6217
299,Amapá,AP,1600238,Ferreira Gomes,IntermediarioAdjacente,16,8151
300,Amapá,AP,1600253,Itaubal,RuralAdjacente,16,5730
301,Amapá,AP,1600279,Laranjal do Jari,Urbano,16,52302
302,Amapá,AP,1600303,Macapá,Urbano,16,522357
303,Amapá,AP,1600402,Mazagão,RuralAdjacente,16,22468
304,Amapá,AP,1600501,Oiapoque,IntermediarioRemoto,16,28534
305,Amapá,AP,1600535,Porto Grande,IntermediarioAdjacente,16,22927
306,Amapá,AP,1600550,Pracuúba,RuralRemoto,16,5370
307,Amapá,AP,1600600,Santana,Urbano,16,124808
308,Amapá,AP,1600709,Tartarugalzinho,RuralRemoto,16,18217
309,Amapá,AP,1600808,Vitória do Jari,RuralRemoto,16,16572
310,Tocantins,TO,1700251,Abreulândia,RuralAdjacente,17,2609
311,Tocantins,TO,1700301,Aguiarnópolis,Urbano,17,7049
312,Tocantins,TO,1700350,Aliança do Tocantins,IntermediarioAdjacente,17,5303
313,Tocantins,TO,1700400,Almas,IntermediarioRemoto,17,6905
314,Tocantins,TO,1700707,Alvorada,IntermediarioAdjacente,17,8381
315,Tocantins,TO,1701002,Ananás,IntermediarioAdjacente,17,9435
316,Tocantins,TO,1701051,Angico,RuralAdjacente,17,3475
317,Tocantins,TO,1701101,Aparecida do Rio Negro,IntermediarioAdjacente,17,4901
318,Tocantins,TO,1701309,Aragominas,RuralAdjacente,17,5705
319,Tocantins,TO,1701903,Araguacema,RuralRemoto,17,7223
320,Tocantins,TO,1702000,Araguaçu,RuralRemoto,17,8418
321,Tocantins,TO,1702109,Araguaína,Urbano,17,186245
322,Tocantins,TO,1702158,Araguanã,RuralAdjacente,17,5856
323,Tocantins,TO,1702208,Araguatins,IntermediarioAdjacente,17,36573
324,Tocantins,TO,1702307,Arapoema,IntermediarioAdjacente,17,6590
325,Tocantins,TO,1702406,Arraias,RuralAdjacente,17,10502
326,Tocantins,TO,1702554,Augustinópolis,Urbano,17,18870
327,Tocantins,TO,1702703,Aurora do Tocantins,RuralRemoto,17,3809
328,Tocantins,TO,1702901,Axixá do Tocantins,IntermediarioAdjacente,17,9817
329,Tocantins,TO,1703008,Babaçulândia,RuralAdjacente,17,10668
330,Tocantins,TO,1703057,Bandeirantes do Tocantins,RuralAdjacente,17,3631
331,Tocantins,TO,1703073,Barra do Ouro,RuralAdjacente,17,4673
332,Tocantins,TO,1703107,Barrolândia,IntermediarioAdjacente,17,5669
333,Tocantins,TO,1703206,Bernardo Sayão,RuralAdjacente,17,4439
334,Tocantins,TO,1703305,Bom Jesus do Tocantins,IntermediarioRemoto,17,5120
335,Tocantins,TO,1703602,Brasilândia do Tocantins,RuralAdjacente,17,2221
336,Tocantins,TO,1703701,Brejinho de Nazaré,RuralAdjacente,17,5540
337,Tocantins,TO,1703800,Buriti do Tocantins,IntermediarioAdjacente,17,11644
338,Tocantins,TO,1703826,Cachoeirinha,RuralAdjacente,17,2293
339,Tocantins,TO,1703842,Campos Lindos,RuralRemoto,17,10505
340,Tocantins,TO,1703867,Cariri do Tocantins,RuralAdjacente,17,4499
341,Tocantins,TO,1703883,Carmolândia,RuralAdjacente,17,2627
342,Tocantins,TO,1703891,Carrasco Bonito,RuralRemoto,17,4165
343,Tocantins,TO,1703909,Caseara,RuralRemoto,17,5514
344,Tocantins,TO,1704105,Centenário,RuralRemoto,17,2966
345,Tocantins,TO,1704600,Chapada de Areia,RuralAdjacente,17,1415
346,Tocantins,TO,1705102,Chapada da Natividade,RuralRemoto,17,3330
347,Tocantins,TO,1705508,Colinas do Tocantins,Urbano,17,36271
348,Tocantins,TO,1705557,Combinado,IntermediarioRemoto,17,4870
349,Tocantins,TO,1705607,Conceição do Tocantins,RuralRemoto,17,4070
350,Tocantins,TO,1706001,Couto Magalhães,RuralRemoto,17,5690
351,Tocantins,TO,1706100,Cristalândia,RuralAdjacente,17,7268
352,Tocantins,TO,1706258,Crixás do Tocantins,RuralAdjacente,17,1749
353,Tocantins,TO,1706506,Darcinópolis,RuralAdjacente,17,6250
354,Tocantins,TO,1707009,Dianópolis,Urbano,17,22704
355,Tocantins,TO,1707108,Divinópolis do Tocantins,RuralRemoto,17,6986
356,Tocantins,TO,1707207,Dois Irmãos do Tocantins,RuralRemoto,17,7173
357,Tocantins,TO,1707306,Dueré,RuralAdjacente,17,4686
358,Tocantins,TO,1707405,Esperantina,RuralAdjacente,17,11280
359,Tocantins,TO,1707553,Fátima,RuralAdjacente,17,3824
360,Tocantins,TO,1707652,Figueirópolis,RuralAdjacente,17,5222
361,Tocantins,TO,1707702,Filadélfia,IntermediarioAdjacente,17,8892
362,Tocantins,TO,1708205,Formoso do Araguaia,IntermediarioAdjacente,17,18358
363,Tocantins,TO,1708254,Fortaleza do Tabocão,RuralAdjacente,17,2615
364,Tocantins,TO,1708304,Goianorte,RuralRemoto,17,5136
365,Tocantins,TO,1709005,Goiatins,RuralAdjacente,17,13169
366,Tocantins,TO,1709302,Guaraí,Urbano,17,26403
367,Tocantins,TO,1709500,Gurupi,Urbano,17,88428
368,Tocantins,TO,1709807,Ipueiras,RuralAdjacente,17,2088
369,Tocantins,TO,1710508,Itacajá,RuralRemoto,17,7471
370,Tocantins,TO,1710706,Itaguatins,RuralAdjacente,17,5801
371,Tocantins,TO,1710904,Itapiratins,RuralAdjacente,17,3814
372,Tocantins,TO,1711100,Itaporã do Tocantins,RuralAdjacente,17,2412
373,Tocantins,TO,1711506,Jaú do Tocantins,RuralRemoto,17,3906
374,Tocantins,TO,1711803,Juarina,RuralRemoto,17,2174
375,Tocantins,TO,1711902,Lagoa da Confusão,RuralRemoto,17,13989
376,Tocantins,TO,1711951,Lagoa do Tocantins,RuralAdjacente,17,4470
377,Tocantins,TO,1712009,Lajeado,RuralAdjacente,17,3199
378,Tocantins,TO,1712157,Lavandeira,RuralRemoto,17,1984
379,Tocantins,TO,1712405,Lizarda,RuralRemoto,17,3727
380,Tocantins,TO,1712454,Luzinópolis,RuralAdjacente,17,3200
381,Tocantins,TO,1712504,Marianópolis do Tocantins,RuralAdjacente,17,5332
382,Tocantins,TO,1712702,Mateiros,RuralRemoto,17,2773
383,Tocantins,TO,1712801,Maurilândia do Tocantins,RuralAdjacente,17,3470
384,Tocantins,TO,1713205,Miracema do Tocantins,IntermediarioAdjacente,17,17628
385,Tocantins,TO,1713304,Miranorte,Urbano,17,13551
386,Tocantins,TO,1713601,Monte do Carmo,RuralAdjacente,17,8182
387,Tocantins,TO,1713700,Monte Santo do Tocantins,RuralAdjacente,17,2311
388,Tocantins,TO,1713809,Palmeiras do Tocantins,RuralAdjacente,17,6830
389,Tocantins,TO,1713957,Muricilândia,RuralAdjacente,17,3623
390,Tocantins,TO,1714203,Natividade,RuralRemoto,17,9256
391,Tocantins,TO,1714302,Nazaré,RuralAdjacente,17,3772
